Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1507105,SA_0000001400,COUNTRY,CAN,AMR,Americas,YEAR,2006,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHCAN,8.1,8.125,,,2024-08-12T15:16:09Z,2006,1/1/2006,12/31/2006
1507120,SA_0000001400,COUNTRY,DOM,AMR,Americas,YEAR,1995,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHDOM,0,0,,,2018-05-11T09:19:36Z,1995,1/1/1995,12/31/1995
1508349,SA_0000001400,COUNTRY,CUB,AMR,Americas,YEAR,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHCUB,0.74,0.74,,,2018-05-11T09:14:59Z,1968,1/1/1968,12/31/1968
1508360,SA_0000001400,COUNTRY,BGD,SEAR,South-East Asia,YEAR,1966,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBGD,0,0,,,2018-05-11T09:15:09Z,1966,1/1/1966,12/31/1966
1508454,SA_0000001400,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSYR,0.14,0.14,,,2018-05-11T09:15:35Z,1961,1/1/1961,12/31/1961
1508708,SA_0000001400,COUNTRY,TON,WPR,Western Pacific,YEAR,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHTON,0.08,0.08,,,2018-05-11T09:17:16Z,1994,1/1/1994,12/31/1994
1508931,SA_0000001400,COUNTRY,SWE,EUR,Europe,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHSWE,1.4,1.35333,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
1509356,SA_0000001400,COUNTRY,LBY,EMR,Eastern Mediterranean,YEAR,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHLBY,0.96,0.96,,,2018-05-11T09:05:22Z,1968,1/1/1968,12/31/1968
1509470,SA_0000001400,COUNTRY,SYC,AFR,Africa,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHSYC,3.19,3.19,,,2018-05-11T09:15:06Z,1996,1/1/1996,12/31/1996
1509598,SA_0000001400,COUNTRY,BGR,EUR,Europe,YEAR,1999,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBGR,1.99,1.99,,,2018-05-11T09:15:37Z,1999,1/1/1999,12/31/1999
1509600,SA_0000001400,COUNTRY,ESP,EUR,Europe,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHESP,0,0,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
1509984,SA_0000001400,COUNTRY,SYC,AFR,Africa,YEAR,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSYC,3.7,3.69228,,,2024-08-12T15:16:09Z,2017,1/1/2017,12/31/2017
1510007,SA_0000001400,COUNTRY,GHA,AFR,Africa,YEAR,1981,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHGHA,1.15,1.15,,,2018-05-11T09:12:01Z,1981,1/1/1981,12/31/1981
1510438,SA_0000001400,COUNTRY,PER,AMR,Americas,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHPER,1.6,1.634,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
1510468,SA_0000001400,COUNTRY,LBN,EMR,Eastern Mediterranean,YEAR,1974,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHLBN,3.02,3.02,,,2018-05-11T09:18:20Z,1974,1/1/1974,12/31/1974
1510486,SA_0000001400,COUNTRY,ISL,EUR,Europe,YEAR,2006,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHISL,3.8,3.8,,,2024-08-12T15:16:09Z,2006,1/1/2006,12/31/2006
1510601,SA_0000001400,COUNTRY,KHM,WPR,Western Pacific,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHKHM,0,0,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
1510820,SA_0000001400,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,1966,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHEGY,0.05,0.05,,,2018-05-11T09:05:25Z,1966,1/1/1966,12/31/1966
1511008,SA_0000001400,COUNTRY,POL,EUR,Europe,YEAR,1966,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHPOL,0.71,0.71,,,2018-05-11T09:16:00Z,1966,1/1/1966,12/31/1966
1511016,SA_0000001400,COUNTRY,CHN,WPR,Western Pacific,YEAR,1973,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHCHN,1,1,,,2018-05-11T09:08:17Z,1973,1/1/1973,12/31/1973
1511133,SA_0000001400,COUNTRY,GUY,AMR,Americas,YEAR,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHGUY,0,0,,,2018-05-11T09:11:36Z,1994,1/1/1994,12/31/1994
1511498,SA_0000001400,COUNTRY,RWA,AFR,Africa,YEAR,1982,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHRWA,6.98,6.98,,,2018-05-11T09:10:27Z,1982,1/1/1982,12/31/1982
1511889,SA_0000001400,COUNTRY,ZAF,AFR,Africa,YEAR,1975,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHZAF,8.37,8.37,,,2018-05-11T09:08:49Z,1975,1/1/1975,12/31/1975
1512314,SA_0000001400,COUNTRY,CPV,AFR,Africa,YEAR,2009,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHCPV,0,0.00232,,,2024-08-12T15:16:09Z,2009,1/1/2009,12/31/2009
1512370,SA_0000001400,COUNTRY,SYC,AFR,Africa,YEAR,1981,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSYC,3.39,3.39,,,2018-05-11T09:10:49Z,1981,1/1/1981,12/31/1981
1512459,SA_0000001400,COUNTRY,GTM,AMR,Americas,YEAR,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHGTM,0.7,0.6795,,,2024-08-12T15:16:09Z,2015,1/1/2015,12/31/2015
1512706,SA_0000001400,COUNTRY,SUR,AMR,Americas,YEAR,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHSUR,2,2.0495,,,2024-08-12T15:16:09Z,2011,1/1/2011,12/31/2011
1512869,SA_0000001400,COUNTRY,NIU,WPR,Western Pacific,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHNIU,2.6,2.58239,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
1513322,SA_0000001400,COUNTRY,LVA,EUR,Europe,YEAR,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHLVA,0.1,0.13453,,,2024-08-12T15:16:09Z,2000,1/1/2000,12/31/2000
1513419,SA_0000001400,COUNTRY,LCA,AMR,Americas,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHLCA,4.6,4.55564,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
1513485,SA_0000001400,COUNTRY,COM,AFR,Africa,YEAR,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHCOM,0.2,0.15136,,,2024-08-12T15:16:09Z,2008,1/1/2008,12/31/2008
1514007,SA_0000001400,COUNTRY,VEN,AMR,Americas,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHVEN,0.33,0.33,,,2018-05-11T09:05:29Z,1980,1/1/1980,12/31/1980
1514316,SA_0000001400,COUNTRY,VCT,AMR,Americas,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHVCT,5.5,5.46907,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
1514439,SA_0000001400,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHIDN,0,0,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
1514513,SA_0000001400,COUNTRY,FSM,WPR,Western Pacific,YEAR,1967,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHFSM,0,0,,,2018-05-11T09:08:46Z,1967,1/1/1967,12/31/1967
1515313,SA_0000001400,COUNTRY,GMB,AFR,Africa,YEAR,2018,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHGMB,0,0,,,2024-08-12T15:16:09Z,2018,1/1/2018,12/31/2018
1515482,SA_0000001400,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,1987,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHSDN,0,0,,,2018-05-11T09:08:38Z,1987,1/1/1987,12/31/1987
1515532,SA_0000001400,COUNTRY,MDV,SEAR,South-East Asia,YEAR,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHMDV,0,1.60E-04,,,2024-08-12T15:16:09Z,2000,1/1/2000,12/31/2000
1515769,SA_0000001400,COUNTRY,MOZ,AFR,Africa,YEAR,1992,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHMOZ,0.57,0.57,,,2018-05-11T09:19:47Z,1992,1/1/1992,12/31/1992
1516631,SA_0000001400,COUNTRY,SWZ,AFR,Africa,YEAR,1997,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHSWZ,2.52,2.52,,,2018-05-11T09:05:43Z,1997,1/1/1997,12/31/1997
1516826,SA_0000001400,COUNTRY,COG,AFR,Africa,YEAR,2006,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHCOG,0,0.01945,,,2024-08-12T15:16:09Z,2006,1/1/2006,12/31/2006
1516888,SA_0000001400,COUNTRY,NAM,AFR,Africa,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHNAM,0,0,,,2018-05-11T09:15:35Z,1996,1/1/1996,12/31/1996
1517093,SA_0000001400,COUNTRY,LBY,EMR,Eastern Mediterranean,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHLBY,0,0.00863,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
1517576,SA_0000001400,COUNTRY,AUT,EUR,Europe,YEAR,1979,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHAUT,1.7,1.7,,,2018-05-11T09:06:19Z,1979,1/1/1979,12/31/1979
1517590,SA_0000001400,COUNTRY,UGA,AFR,Africa,YEAR,2019,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHUGA,6.6,6.57184,,,2024-08-12T15:16:09Z,2019,1/1/2019,12/31/2019
1517648,SA_0000001400,COUNTRY,LCA,AMR,Americas,YEAR,2010,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHLCA,10.4,10.36338,,,2024-08-12T15:16:09Z,2010,1/1/2010,12/31/2010
1517892,SA_0000001400,COUNTRY,KOR,WPR,Western Pacific,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHKOR,2.3,2.33079,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
1517898,SA_0000001400,COUNTRY,URY,AMR,Americas,YEAR,1986,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHURY,3.3,3.3,,,2018-05-11T09:05:41Z,1986,1/1/1986,12/31/1986
1517906,SA_0000001400,COUNTRY,AUT,EUR,Europe,YEAR,1982,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHAUT,13.5,13.5,,,2018-05-11T09:07:41Z,1982,1/1/1982,12/31/1982
1518077,SA_0000001400,COUNTRY,LAO,WPR,Western Pacific,YEAR,1998,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHLAO,5.2,5.2,,,2018-05-11T09:23:11Z,1998,1/1/1998,12/31/1998
1518308,SA_0000001400,COUNTRY,BEL,EUR,Europe,YEAR,2003,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBEL,0,0.00322,,,2024-08-12T15:16:09Z,2003,1/1/2003,12/31/2003
1518320,SA_0000001400,COUNTRY,BFA,AFR,Africa,YEAR,1966,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBFA,2.52,2.52,,,2018-05-11T09:05:55Z,1966,1/1/1966,12/31/1966
1518552,SA_0000001400,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHDJI,0.2,0.17307,,,2024-08-12T15:16:09Z,2011,1/1/2011,12/31/2011
1518590,SA_0000001400,COUNTRY,IRL,EUR,Europe,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHIRL,2.8,2.79669,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
1518798,SA_0000001400,COUNTRY,NPL,SEAR,South-East Asia,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHNPL,0,0,,,2018-05-11T09:22:38Z,1996,1/1/1996,12/31/1996
1519108,SA_0000001400,COUNTRY,GRC,EUR,Europe,YEAR,1983,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHGRC,3.64,3.64,,,2018-05-11T09:13:31Z,1983,1/1/1983,12/31/1983
1519186,SA_0000001400,COUNTRY,TCD,AFR,Africa,YEAR,1966,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHTCD,0.39,0.39,,,2018-05-11T09:14:18Z,1966,1/1/1966,12/31/1966
1519494,SA_0000001400,COUNTRY,BHS,AMR,Americas,YEAR,1971,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHBHS,10.53,10.53,,,2018-05-11T09:14:10Z,1971,1/1/1971,12/31/1971
1519798,SA_0000001400,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHSAU,0,0,,,2024-08-12T15:16:09Z,2015,1/1/2015,12/31/2015
1519884,SA_0000001400,COUNTRY,PHL,WPR,Western Pacific,YEAR,1992,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHPHL,0.03,0.03,,,2018-05-11T09:02:08Z,1992,1/1/1992,12/31/1992
1520017,SA_0000001400,COUNTRY,VEN,AMR,Americas,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHVEN,2.54,2.54,,,2018-05-11T09:19:19Z,1961,1/1/1961,12/31/1961
1520223,SA_0000001400,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,1965,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHMAR,0,0,,,2018-05-11T09:09:34Z,1965,1/1/1965,12/31/1965
1520432,SA_0000001400,COUNTRY,NGA,AFR,Africa,YEAR,2013,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHNGA,3,3.02464,,,2024-08-12T15:16:09Z,2013,1/1/2013,12/31/2013
1520710,SA_0000001400,COUNTRY,BGR,EUR,Europe,YEAR,2009,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBGR,0,0.04745,,,2024-08-12T15:16:09Z,2009,1/1/2009,12/31/2009
1520964,SA_0000001400,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHAFG,0,1.00E-04,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
1521530,SA_0000001400,COUNTRY,LBR,AFR,Africa,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHLBR,2.8,2.82393,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
1521822,SA_0000001400,COUNTRY,AUT,EUR,Europe,YEAR,2012,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHAUT,12,12.03333,,,2024-08-12T15:16:09Z,2012,1/1/2012,12/31/2012
1521895,SA_0000001400,COUNTRY,GUY,AMR,Americas,YEAR,2009,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHGUY,2.2,2.15852,,,2024-08-12T15:16:09Z,2009,1/1/2009,12/31/2009
1522082,SA_0000001400,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHLKA,0.2,0.2,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
1522454,SA_0000001400,COUNTRY,BGD,SEAR,South-East Asia,YEAR,1998,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBGD,0,0,,,2018-05-11T09:19:37Z,1998,1/1/1998,12/31/1998
1522781,SA_0000001400,COUNTRY,BFA,AFR,Africa,YEAR,1997,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBFA,0.48,0.48,,,2018-05-11T09:21:30Z,1997,1/1/1997,12/31/1997
1522827,SA_0000001400,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHAFG,0,6.00E-04,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
1522846,SA_0000001400,COUNTRY,SEN,AFR,Africa,YEAR,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSEN,0.2,0.15662,,,2024-08-12T15:16:09Z,2005,1/1/2005,12/31/2005
1522848,SA_0000001400,COUNTRY,PHL,WPR,Western Pacific,YEAR,1995,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHPHL,0.03,0.03,,,2018-05-11T09:04:13Z,1995,1/1/1995,12/31/1995
1522973,SA_0000001400,COUNTRY,PRK,SEAR,South-East Asia,YEAR,1966,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHPRK,1.98,1.98,,,2018-05-11T09:17:54Z,1966,1/1/1966,12/31/1966
1523212,SA_0000001400,COUNTRY,MRT,AFR,Africa,YEAR,1983,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMRT,0.01,0.01,,,2018-05-11T09:17:37Z,1983,1/1/1983,12/31/1983
1523666,SA_0000001400,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHQAT,0,0,,,2018-05-11T09:08:02Z,1963,1/1/1963,12/31/1963
1523671,SA_0000001400,COUNTRY,SLE,AFR,Africa,YEAR,1973,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHSLE,0.03,0.03,,,2018-05-11T09:15:50Z,1973,1/1/1973,12/31/1973
1523706,SA_0000001400,COUNTRY,TZA,AFR,Africa,YEAR,1990,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHTZA,0.17,0.17,,,2018-05-11T09:06:22Z,1990,1/1/1990,12/31/1990
1523945,SA_0000001400,COUNTRY,SYC,AFR,Africa,YEAR,2019,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHSYC,4.5,4.47438,,,2024-08-12T15:16:09Z,2019,1/1/2019,12/31/2019
1524138,SA_0000001400,COUNTRY,COD,AFR,Africa,YEAR,1962,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHCOD,2.08,2.08,,,2018-05-11T09:06:06Z,1962,1/1/1962,12/31/1962
1524187,SA_0000001400,COUNTRY,CRI,AMR,Americas,YEAR,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHCRI,0.02,0.02,,,2018-05-11T09:19:11Z,1994,1/1/1994,12/31/1994
1524302,SA_0000001400,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,1999,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHYEM,0,0,,,2018-05-11T09:20:10Z,1999,1/1/1999,12/31/1999
1524319,SA_0000001400,COUNTRY,SGP,WPR,Western Pacific,YEAR,1966,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSGP,2.11,2.11,,,2018-05-11T09:15:12Z,1966,1/1/1966,12/31/1966
1524487,SA_0000001400,COUNTRY,BHS,AMR,Americas,YEAR,1984,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHBHS,1.92,1.92,,,2018-05-11T09:03:56Z,1984,1/1/1984,12/31/1984
1524964,SA_0000001400,COUNTRY,LBY,EMR,Eastern Mediterranean,YEAR,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHLBY,0.13,0.13,,,2018-05-11T09:03:22Z,1968,1/1/1968,12/31/1968
1525312,SA_0000001400,COUNTRY,BRN,WPR,Western Pacific,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBRN,0.4,0.4,,,2018-05-11T09:05:51Z,1996,1/1/1996,12/31/1996
1525881,SA_0000001400,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHNPL,0,0.00314,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
1526115,SA_0000001400,COUNTRY,GAB,AFR,Africa,YEAR,1964,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHGAB,0.34,0.34,,,2018-05-11T09:06:39Z,1964,1/1/1964,12/31/1964
1526127,SA_0000001400,COUNTRY,PHL,WPR,Western Pacific,YEAR,2012,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHPHL,0.1,0.0531,,,2024-08-12T15:16:09Z,2012,1/1/2012,12/31/2012
1526339,SA_0000001400,COUNTRY,RWA,AFR,Africa,YEAR,1970,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHRWA,6.97,6.97,,,2018-05-11T09:14:29Z,1970,1/1/1970,12/31/1970
1526546,SA_0000001400,COUNTRY,GEO,EUR,Europe,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHGEO,0,0.02273,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
1526817,SA_0000001400,COUNTRY,COL,AMR,Americas,YEAR,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHCOL,0,0.04447,,,2024-08-12T15:16:09Z,2000,1/1/2000,12/31/2000
1526884,SA_0000001400,COUNTRY,SLV,AMR,Americas,YEAR,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHSLV,1,0.9524,,,2024-08-12T15:16:09Z,2008,1/1/2008,12/31/2008
1527214,SA_0000001400,COUNTRY,CAN,AMR,Americas,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCAN,0.4,0.4,,,2018-05-11T09:11:22Z,1961,1/1/1961,12/31/1961
1527932,SA_0000001400,COUNTRY,UZB,EUR,Europe,YEAR,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHUZB,0.1,0.0985,,,2024-08-12T15:16:09Z,2015,1/1/2015,12/31/2015
1528108,SA_0000001400,COUNTRY,ZMB,AFR,Africa,YEAR,1990,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHZMB,0.01,0.01,,,2018-05-11T09:18:10Z,1990,1/1/1990,12/31/1990
1528251,SA_0000001400,COUNTRY,AUS,WPR,Western Pacific,YEAR,1969,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHAUS,8.51,8.51,,,2018-05-11T09:19:41Z,1969,1/1/1969,12/31/1969
