IndicatorCode,IndicatorName,Language
GDO_q8x4_2,"Majority provider of behaviour and psychological management in community for dementia [public, private]",EN
GDO_q8x4_4,"Majority provider of activities of daily living support services in community for dementia [public, private]",EN
NTD_LEISHVEND,Status of endemicity of visceral leishmaniasis,EN
NTD_LEPR11,Number of female leprosy new cases,EN
NTD_LEPR2,New leprosy case detection rate per 1 000 000 population,EN
NTD_LEPR8,Leprosy - Number of new leprosy cases among children (less than 15 years of age),EN
NTD_LEPR9,Number of new leprosy cases with G2D among children (less than 15 years of age),EN
NTD_ONCHSTATUS,Status of endemicity of onchocerciasis,EN
NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,EN
NTD_PINTASTATUS,Status of pinta endemicity,EN
NTD_RAB2,Reported number of human rabies deaths,EN
NTD_TSOL2,Presence of porcine cysticercosis,EN
GDO_q4x1x2,Existence of approved government dementia standards/ guidelines/ protocols,EN
GDO_q4x2_3,Existence of standards/ guidelines/ protocols for management of dementia,EN
GDO_q4x3x4_3,Existence of standards/ guidelines/ protocols of care in nursing & residential care facilities for people with dementia,EN
GDO_q5x1x1_1,Identification of different sectors in dementia care coordination  (Health),EN
GDO_q5x1x1_4,Identification of different sectors in dementia care coordination (Employment),EN
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),EN
GDO_q8x4_5,"Majority provider of palliative and end-of-life care services in community for dementia [public, private]",EN
GDO_q8x4_6,"Majority provider of social and financial protection for dementia [public, private]",EN
GDO_q8x5_3,Estimated number of people receiving psychosocial and rehabilitation services in community for dementia,EN
GDO_q9_1,Dementia care facilities [hospitals],EN
NCD_CCS_rheumreg,Existence of a register of patients who had rheumatic fever and rheumatic heart disease,EN
NCD_CCS_Steroid,General availability of steroid inhalers in the public health sector,EN
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),EN
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),EN
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,EN
NHABASIS,Basis for NHA estimate,EN
GDO_q5x1x1_8,Identification of different sectors in dementia care coordination (Private sector),EN
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (millions), model-based estimates",EN
NUTRITION_2005,Proportion of children aged 6-23 months who receive a minimum acceptable diet,EN
NUTRITION_579,Exclusive breastfeeding under 6 months (%),EN
MDG_0000000010,Median availability of selected generic medicines (%) - Public,EN
MDG_0000000013,Children aged <5 years sleeping under insecticide-treated nets (%),EN
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),EN
MDG_0000000022,Tuberculosis detection rate under DOTS (%),EN
MDG_0000000025,Births attended by skilled health personnel (%),EN
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",EN
NTD_TSOL4,Practice of backyard pig production,EN
NTD_YAWSNUM,Number of cases of yaws reported,EN
GDO_q8x4_3,"Majority provider of psychosocial and rehabilitation services in community for dementia [public, private]",EN
GDO_q8x5_2,Estimated number of people receiving behaviour and psychological management services in community for dementia,EN
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",EN
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",EN
O_Avail_community,Treatment for tobacco dependence available in the community,EN
GDO_q8x5_5,Estimated number of people receiving palliative and end-of-life care services in community for dementia,EN
O_Avail_hosp,Treatment for tobacco dependence available in hospitals,EN
GDO_q8x5_4,Estimated number of people receiving activities of daily living support services in community for dementia,EN
GDO_q8x5_6,Estimated number of people with dementia receiving social and financial protection for dementia,EN
GDO_q9_2,Care facilities [long-term care],EN
GDO_q9_4,Adult day centres,EN
GDO_q9x1_4,"Geriatric-specific hospital beds (per 10,000 population)",EN
GDO_q9x2_3,"Dementia-specific residential long-term care beds (per 10,000 population)",EN
GDO_q9x2_4,Estimated number of people with dementia living in residential long-term care,EN
MALARIA002,Estimated number of malaria cases,EN
MALARIA005,Malaria incidence per 100 000 population,EN
MDG_0000000003,Adolescent birth rate (per 1000 women),EN
MDG_0000000005_AGE1519,"Contraceptive prevalence, among girls aged 15-19 (%)",EN
MDG_0000000015,Prevalence of condom use by adults during higher-risk sex (15-49) (%),EN
MDG_0000000021,Population aged 15-24 years with comprehensive correct knowledge of HIV/AIDS (%),EN
MDG_0000000024,Tuberculosis treatment success under DOTS (%),EN
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),EN
NUTOVERWEIGHTPREV,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), model-based estimates",EN
NUTRITION_564,Children aged <5 years wasted for age (%),EN
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",EN
GDO_q9x4_2,"Adult day centre places (per 10,000 population)",EN
GDO_q9x6_1,"Density of outpatient social centres (per 100,000 population)",EN
GHE_YLLNUM,Years of life lost from mortality (YLLs),EN
GDO_q9_3,Care facilities [hospice centres],EN
GDO_q9_5,Outpatient health centres,EN
GDO_q9x1_3,"Dementia-specific hospital beds (per 10,000 population)",EN
GDO_q9x1_5,"Total dementia hospital admissions (per 100,000)",EN
GDO_q9x1_7,Estimated percentage of hospitals following national dementia standards,EN
GDO_q9x2_1,"Density of residential long-term care facilities (per 100,000 population)",EN
NUTSEVWASTINGNUM,"Severe wasted numbers among children under 5 years of age (millions), model-based estimates",EN
NUTSTUNTINGNUM,"Stunting numbers among children under 5 years of age (millions), model-based estimates",EN
O_Avail_other,Treatment for tobacco dependence available in other settings,EN
GDO_q5x1x1_other,Identification of different sectors in dementia care coordination (Other),EN
GDO_q6x1_3,"Number of geriatricians or psychogeriatricians (per 100,000)",EN
GDO_q6x2_2,Inclusion of basic dementia competencies in training of specialists,EN
GDO_q8x1,Existence of community-based health or social care services for dementia,EN
GDO_q8x2_4,Availability of activities of daily living support services in community for dementia,EN
GDO_q8x3_1,"Accessibility of diagnostic services in community for dementia [Capital/capital and main cities/capital, main cities, rural areas]",EN
NTCP_curr,Reported currency,EN
NTCP_govt_exp,Annual budget for tobacco control in currency reported,EN
NTD_2,Dracunculiasis certification status of countries at the beginning of the year,EN
NTD_6,Status of elimination of trachoma as a public health problem,EN
NTD_8,Number of people who received treatment with antibiotics for trachoma,EN
NTD_BEJELSTATUS,Status of bejel endemicity,EN
NTD_DRACASES,Dracunculiasis cases,EN
NTD_LEISHCEND,Status of endemicity of cutaneous leishmaniasis,EN
NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,EN
NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,EN
NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,EN
M_Est_cig_curr_crude,"Current cigarette smoking, crude adjusted",EN
O_Bup_ins,Bupropion - cost covered,EN
MDG_0000000033,Antiretroviral therapy coverage among people with HIV infection eligible for ART according to 2010 guidelines (%),EN
RSUD_71,Essential list of medicines,EN
RSUD_72,"Essential list of medicines, pharmacotherapy for substance use disorders",EN
RSUD_74,Budget line for substance use disorder prevention,EN
RSUD_75,Funding method for substance use disorder prevention,EN
RSUD_750,Standards of care for professionals providing treatment for alcohol and drug use disorders,EN
M_Est_cig_daily,Estimate of daily cigarette smoking prevalence (%),EN
M_smkless_age_range_youth,Youth survey age range - smokeless,EN
M_smkless_svy_national_youth,Representativeness of survey of youth - smokeless,EN
M_survey_title_adult,Name of survey of adults,EN
M_svy_national_youth,Representativeness of youth survey,EN
M_svy_yr_adult,Year of latest adult prevalence survey,EN
MALARIA003,Estimated number of malaria deaths,EN
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),EN
GDO_q8x3_6,"Accessibility of social and financial protection for dementia [Capital/capital and main cities/capital, main cities, rural areas]",EN
RSUD_77,Programmes for the prevention of substance use disorders for special populations,EN
RSUD_770,Postgraduate training programme in prevention,EN
RSUD_8,Epidemiological data collection system for substance use disorders,EN
RSUD_81,Clinical supervision of health care staff,EN
RSUD_810,Continuing professional development in treatment,EN
RSUD_820,Epidemiological data collection for substance use,EN
RSUD_83,"Standards of care for health professionals, maintenance",EN
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",EN
O_Avail_hlth_clin,Treatment for tobacco dependence available in health clinics or other primary care facilities,EN
GDO_q9x5_1,"Density of outpatient health centres (per 100,000 population)",EN
GDO_q9x5_2,Estimated number of people with dementia receiving services at outpatient health centre,EN
GHE_YLDNUM,Years of healthy life lost due to disability (YLDs),EN
GDO_q9x2_2,Residential long-term care beds (per 10 000 population),EN
GDO_q9x3_1,"Density of hospice centres (per 100,000 population)",EN
GDO_q9x3_2,Hospice centre beds (per 10 000 population),EN
GDO_q9x3_3,"Dementia-specific hospice care beds (per 10,000 population)",EN
GHE_YLLRATE,Years of life lost from mortality (YLLs) (per 100 000 population),EN
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,EN
MDG_0000000034,"Antiretroviral therapy coverage among people with advanced HIV infection (%), WHO 2006 guidelines",EN
RSUD_710,Employment services for drug use disorders,EN
RSUD_720,Open access interventions for alcohol,EN
RSUD_73,Government unit for substance use disorder prevention,EN
GHED_EXT_pc_US_SHA2011,External health expenditure (EXT) per capita in US$,EN
GHED_GGHE-D_pc_US_SHA2011,Domestic general government health expenditure (GGHE-D) per capita in US$,EN
GHED_GGHE-DGGE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),EN
O_Ins_community,Treatment for tobacco dependence in the community cost covered,EN
O_Ins_hlth_clin,Treatment for tobacco dependence in health clinics or other primary care facilities cost covered,EN
RSUD_740,Health professionals providing treatment for alcohol and drug use disorders,EN
RSUD_79,Harm reduction programmes for IDUs,EN
RSUD_80,Health professionals mostly involved in treatment of substance use disorders,EN
RSUD_82,Standards of care for health professionals,EN
GHE_DALYNUM,Disability-adjusted life years (DALYs),EN
GHE_DALYRATE,Disability-adjusted life years (DALYs) (per 100 000 population),EN
GHE_YLDRATE,Years of healthy life lost due to disability (YLDs) (per 100 000 population),EN
OA_DMFT,"Decayed, missing, or filled teeth",EN
obesewm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",EN
OCC_11,Occupational carcinogens attributable deaths per 100'000 capita,EN
OCC_16,Occupational ergonomic stressors attributable DALYs ('000),EN
O_Avail_off_hlth_prof,Treatment for tobacco dependence available in offices of health professionals,EN
O_Bup_where,Bupropion - place available,EN
O_Ins_hosp,Treatment for tobacco dependence in hospitals cost covered,EN
O_Ins_other,Treatment for tobacco dependence in other settings cost covered,EN
O_NRT_EML,Nicotine replacement therapy on the Essential Medicines List,EN
O_NRT_sold,Nicotine replacement therapy - legally sold,EN
O_Quitline,Access to a toll-free quit line,EN
O_Varen_ins,Varenicline - cost covered,EN
O_Varen_sold,Varenicline - legally sold,EN
OCC_17,Occupational ergonomic stressors attributable deaths per 100'000 capita,EN
OCC_20,Occupational injuries attributable DALYs ('000),EN
OCC_22,Occupational injuries attributable DALYs per 100'000 capita,EN
RSUD_86,NGOs for drug use disorders,EN
MDG_0000000025_AGE1519,"Births attended by skilled health personnel, among girls aged 15-19 (%)",EN
MDG_0000000027,Children aged <5 years stunted (%),EN
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),EN
MDG_0000000032,Maternal mortality ratio (per 100 000 live births) - Country reported estimates,EN
GHED_EXTCHE_SHA2011,External health expenditure (EXT) as percentage of current health expenditure (CHE) (%),EN
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),EN
GHED_OOPSCHE_SHA2011,Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%),EN
RSUD_89,Opioid agonist pharmacotherapy for the treatment of opioid dependence (maintenance),EN
RSUD_890,Treatment programmes for children and adolescents with alcohol use disorders,EN
SA_0000001398,"Alcohol, consumption of pure alcohol by type of beverage (%)",EN
SA_0000001400_ARCHIVED,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",EN
RSUD_760,Educational attainment in prevention,EN
RSUD_78,Screening and brief interventions for substance use and substance use disorders,EN
GOE_Q001,National universal health coverage strategy,EN
GOE_Q003,National eHealth strategy,EN
GOE_Q006,National  health information system (HIS) policy or strategy,EN
RSUD_830,Service delivery data collection for substance use,EN
RSUD_780,Continuing professional development in prevention,EN
RSUD_790,Educational attainment in treatment,EN
RSUD_860,System of monitoring drugs involvement in forensic pathology,EN
RSUD_88,Groups and agencies for the prevention of substance use disorders,EN
RSUD_880,Epidemiological data collection system for substance use among children and adolescents,EN
RSUD_900,Treatment programmes for children and adolescents with drug use disorders,EN
O_Bup_sold,Bupropion - legally sold,EN
O_Ins_off_hlth_prof,Treatment for tobacco dependence in offices of health professionals cost covered,EN
O_NRT_where,Nicotine replacement therapy - place available,EN
OCC_1,Occupational risk factors attributable deaths,EN
OCC_10,Occupational carcinogens attributable DALYs ('000),EN
OCC_12,Occupational carcinogens attributable DALYs per 100'000 capita,EN
OCC_13,Occupational noise attributable DALYs ('000),EN
OCC_14,Occupational noise attributable DALYs per 100'000 capita,EN
OCC_18,Occupational ergonomic stressors attributable DALYs per 100'000 capita,EN
OCC_19,Occupational injuries attributable deaths,EN
OCC_2,Occupational risk factors attributable DALYs ('000),EN
OCC_21,Occupational injuries attributable deaths per 100'000 capita,EN
OCC_3,Occupational risk factors attributable deaths per 100'000 capita,EN
OCC_4,Occupational risk factors attributable DALYs per 100'000 capita,EN
GHED_GGHE-D_pc_PPP_SHA2011,Domestic general government health expenditure (GGHE-D) per capita in PPP int$,EN
GHED_GGHE-DGDP_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%),EN
GHED_OOP_pc_PPP_SHA2011,Out-of-pocket expenditure (OOP) per capita in PPP int$,EN
GHED_OOP_pc_US_SHA2011,Out-of-pocket expenditure (OOP) per capita in US$,EN
GHED_PVT-D_pc_US_SHA2011,Domestic private health expenditure (PVT-D) per capita in US$,EN
GDO_q8x4_1,"Majority provider of diagnostic services in community for dementia [public, private]",EN
GDO_q9_6,Outpatient social centres,EN
MDG_0000000006_AGE1519,"Unmet need for family planning, among girls aged 15-19 (%)",EN
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),EN
MDG_0000000011,Median consumer price ratio of selected generic medicines - Public,EN
MDG_0000000014,Children aged <5 years with fever who received treatment with any antimalarial (%),EN
MDG_0000000016,Deaths due to malaria (per 100 000 population),EN
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),EN
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),EN
NTD_TSOL3,Number of pigs in the country,EN
NTD_YAWSEND,Status of yaws endemicity,EN
NUTRITION_570,Early initiation of breastfeeding (%),EN
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",EN
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",EN
NUTSEVWASTINGPREV,"Severe wasted prevalence among children under 5 years of age (%), model-based estimates",EN
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",EN
NUTWASTINGNUM,"Wasted numbers among children under 5 years of age (millions), model-based estimates",EN
NUTWASTINGPREV,"Wasted prevalence among children under 5 years of age (%), model-based estimates",EN
O_Avail_hlthSPACEclin,Treatment for tobacco dependence available in health clinics or other primary care facilities,EN
GOE_Q010,Public-private partnerships for eHealth,EN
GOE_Q012,Proportion of public funding,EN
GOE_Q015,Proportion ofpublic private partnerships funding,EN
OCC_8,Occupational airborne particulates attributable DALYs per 100'000 capita,EN
ORGANKIDNEYNUM,Kidney transplants (absolute number),EN
ORGANTOTALNUM,Total organs transplanted (absolute number),EN
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),EN
ODA_3,"Donor disbursements (Million, constant 2009 US$)",EN
ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",EN
ORGANLIVERNUM,Liver transplants (absolute number),EN
SA_0000001401_ARCHIVED,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",EN
SA_0000001402,"Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010",EN
ORGANTOTALRATE,Total organs transplanted (per million),EN
overwgt5,Overweight prevalence in children aged <five years (%),EN
P_Group,Protecting people from tobacco smoke,EN
P1_compliance,Compliance of ban on smoking in HEALTH-CARE FACILITIES,EN
P12_fines_establishment,National smoking ban: FINES ON THE ESTABLISHMENT,EN
P14_funds_for_enforce,National smoking ban: DEDICATED FUNDS FOR ENFORCEMENT,EN
GHED_PVT-DCHE_SHA2011,Domestic private health expenditure (PVT-D) as percentage of current health expenditure (CHE) (%),EN
GOE_Q002,strategy refers to the use of ICT to support UHC,EN
GOE_Q004,National eHealth strategy refers to objectives of UHC,EN
GOE_Q013,Proportion of private funding,EN
GOE_Q018,Tertiary institutions provide students of health sciences with training on eHealth,EN
P3_compliance,Compliance of ban on smoking in UNIVERSITIES,EN
P3_universities,National smoking ban in UNIVERSITIES,EN
P6_compliance,Compliance of ban on smoking in RESTAURANTS,EN
P6_restaurants,National smoking ban in RESTAURANTS,EN
P7_compliance,Compliance of ban on smoking in PUBS AND BARS,EN
P_count_places_sf,National smoking ban: NUMBER OF PLACES SMOKE-FREE,EN
GOE_Q030_1,Regulating mobile devices and software,EN
GOE_Q022,Institutions offer in-service training to health professionals on ICT for health,EN
GOE_Q030_2,Promoting standards and interoperability,EN
GOE_Q030_5,Promoting the development and adoption of mHealth,EN
GOE_Q032,Providing incentives and guidance for innovation research and evaluation of health,EN
OCC_6,Occupational airborne particulates attributable DALYs ('000),EN
OCC_7,Occupational airborne particulates attributable deaths per 100'000 capita,EN
OCC_9,Occupational carcinogens attributable deaths,EN
P8_pub_transp,National smoking ban in PUBLIC TRANSPORT,EN
PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),EN
GOE_Q008,Private funding for eHealth,EN
GOE_Q009,Donor/ non-public development funding for eHealth,EN
GOE_Q017,Government-supported health internet sites provide information in multiple languages,EN
GOE_Q028,mHealth programmes are sponsored by government,EN
GOE_Q060,Effectiveness,EN
GOE_Q062,Demand,EN
GOE_Q064,Policy,EN
ORGANTOTALDECRATE,Total actual deceased donors (per million),EN
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),EN
overwgt3,Overweight prevalence in children aged <three years (%),EN
GOE_Q031,"Regulatory oversight of mobile apps for quality, safety and reliability",EN
GOE_Q047,Government-sponsored mHealth programmes are being evaluated,EN
GOE_Q065,Priorities,EN
GOE_Q103,eLearning is used in pre-service education to teach health sciences students,EN
GOE_Q104_1,Reducing cost of delivering content,EN
GOE_Q119_2,Improving access to content and experts,EN
GOE_Q119_3,Enabling access to education where learning facilities are limited,EN
SA_0000001404_ARCHIVED,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",EN
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",EN
SA_0000001410,"Abstainers (15-19 years), lifetime (%)",EN
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",EN
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",EN
SA_0000001406_ARCHIVED,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",EN
SA_0000001409_ARCHIVED,"Alcohol, abstainers lifetime (%)",EN
SA_0000001411_ARCHIVED,"Alcohol, abstainers past 12 months (%)",EN
SA_0000001412,"Abstainers (15-19 years), past 12 months (%)",EN
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%), age-standardized",EN
O_Group,Offering help to quit tobacco use,EN
O_NRT_ins,Nicotine replacement therapy - cost covered,EN
O_Varen_where,Varenicline - place available,EN
GDO_q9x2_5,Estimated percentage of residential long-term care facilities following national dementia standards,EN
GDO_q9x4_1,"Density of adult day centres (per 100,000 population)",EN
GDO_q9x4_3,"Dementia-specific adult day centre places (per 10,000 population)",EN
GDO_q9x6_2,Estimated number of people with dementia receiving services at outpatient social centre,EN
GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,EN
GHED_CHEGDP_SHA2011,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%),EN
GHED_EXT_pc_PPP_SHA2011,External health expenditure (EXT) per capita in PPP int$,EN
MDG_0000000030,Smear-positive tuberculosis case-detection rate (%),EN
RSUD_730,Open access interventions for drugs,EN
RSUD_76,"Prevention activities for substance use disorders, main focus",EN
RSUD_800,Postgraduate training programme in treatment,EN
RSUD_84,"Standards of care for health professionals, human rights",EN
P1_healthcare,National smoking ban in HEALTH-CARE FACILITIES,EN
P11_fines_any,National smoking ban: FINES FOR VIOLATIONS,EN
SA_0000001405_ARCHIVED,"Alcohol, tourist consumption (in litres of pure alcohol)",EN
SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",EN
RSUD_840,Regular reports on epidemiological and service delivery data for substance use,EN
RSUD_85,NGOs for alcohol use disorders,EN
RSUD_850,System of monitoring alcohol involvement in forensic pathology,EN
RSUD_87,Self-help groups for substance use disorders,EN
RSUD_870,Epidemiological data collection system for substance use among children and adolescents,EN
RSUD_9,Service delivery data collection system for substance use disorders,EN
SA_0000001398_ARCHIVED,"Alcohol, consumption of pure alcohol by type of beverage (%)",EN
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",EN
SA_0000001414,"Alcohol, former drinkers (%), age-standardized",EN
SA_0000001415_ARCHIVED,"Alcohol, heavy episodic drinking (population) past 30 days (%)",EN
SA_0000001416_ARCHIVED,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",EN
SA_0000001419,"Age-standardized DALYs, breast cancer, per 100,000",EN
SA_0000001422,"Age-standardized DALYs, drownings, per 100,000",EN
GOE_Q133,Lack of funding,EN
GOE_Q135,Lack of evidence that eLearning is effective,EN
GOE_Q137,Lack of demand for eLearning programmes,EN
GOE_Q140,Competing educational priorities,EN
GOE_Q159,Lack of legislation or regulations covering use of EHR,EN
GOE_Q162,Competing health system priorities,EN
GOE_Q170,To protect privacy of personally identifiable data of individuals irrespective of whether it is paper or digital format,EN
P4_govt,National smoking ban in GOVERNMENT FACILITIES,EN
P5_compliance,Compliance of ban on smoking in INDOOR OFFICES,EN
P9_all_other,National smoking ban in ALL OTHER INDOOR PUBLIC PLACES,EN
PC_sfe_compliance,Compliance with regulations on smoke-free environments (national legislation),EN
GOE_Q174,Which allows for the sharing of personal and health data between research entities,EN
GOE_Q176,Which allows individuals to demand that their own data be corrected  when held in an EHR if it is known to be inaccurate,EN
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",EN
SA_0000001414_ARCHIVED,"Alcohol, former drinkers (%)",EN
SA_0000001417,"Alcohol, patterns of drinking score",EN
SA_0000001417_ARCHIVED,"Alcohol, patterns of drinking score",EN
P5_indoor_off,National smoking ban in INDOOR OFFICES,EN
P7_pubs,National smoking ban in PUBS AND BARS,EN
pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),EN
pnchome,Postnatal care visit within two days of birth - born outside a health facility (in the x years preceding the survey) (%),EN
PerctreatedANC,"Antenatal care attendees positive for syphilis who received treatment (%), reported",EN
pncall5,Postnatal care visit within two days of birth (in the five years preceding the survey) (%),EN
GOE_Q134,Not possible to gain a health sciences degree entirely through eLearning,EN
GOE_Q136,Lack of evidence over cost-effectiveness,EN
poliov,Polio immunization coverage among one-year-olds (%),EN
GOE_Q057,Capacity,EN
GOE_Q109,Pre-service eLearning programmes have been evaluated,EN
GOE_Q158,Lack of demand by health professionals and patients,EN
GOE_Q161,Lack of national or international standards for interoperability of EHR,EN
GOE_Q168,"To define medical jurisdiction, liability or reimbursement of eHealth services such as telehealth",EN
GOE_Q169,"To address patient safety and quality of care based on data quality, data transmission standards, or clinical competency criteria",EN
GOE_Q172,Which governs the sharing of digital data between health professionals in other health services in the same country through the use of an EHR,EN
SA_0000001418,"Age-standardized DALYs, alcohol use disorders, per 100,000",EN
SA_0000001424,"Age-standardized DALYs, fires, per 100,000",EN
SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",EN
SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",EN
SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",EN
SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",EN
SA_0000001402_ARCHIVED,"Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010",EN
SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",EN
SA_0000001403_ARCHIVED,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",EN
OCC_15,Occupational ergonomic stressors attributable deaths,EN
OCC_5,Occupational airborne particulates attributable deaths,EN
ODA_1,"Donor commitments (Million, constant 2009 US$)",EN
ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",EN
ORGANKIDNEYRATE,Kidney transplants (per million),EN
ORGANLIVERRATE,Liver transplants (per million),EN
ORGANPOP,Population (millions),EN
ORGANTOTALDECNUM,Total actual deceased donors (absolute number),EN
GOE_Q119_1,Reducing cost of delivering content,EN
GOE_Q122,eLearning programmes for in-service training of health professionals have been evaluated,EN
GOE_Q131,Lack of capacity,EN
GOE_Q138,Lack of suitable courses available,EN
GOE_Q139,Insitutional educational policy does not include eLearning as an approach to teaching health sciences,EN
GHED_PVT-D_pc_PPP_SHA2011,Domestic private health expenditure (PVT-D) per capita in PPP int$,EN
GOE_Q007,Public funding for eHealth,EN
GOE_Q011,Strategy implementation funding available for eHealth,EN
R_admin_duty_free_limited,Tax administration: Bans or limits on duty free imports by travellers,EN
R_afford_price_dispersion,Tobacco tax structure: Price dispersion: Share of cheapest brand price in premium brand price (%) (the higher the % the smaller the gap),EN
R_afford_tax_auto_adjust,Tobacco tax structure: Specific tax component automatically adjusted for inflation (or other),EN
GOE_Q014,Proportion of donor/non public development funding,EN
P10_subnat_auth_exists,Subnational smoking bans - authority exists,EN
P13_fines_smoker,National smoking ban: FINES ON THE PATRON,EN
SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",EN
SA_0000001444,"Age-standardized death rates, ischaemic heart disease, per 100,000",EN
SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",EN
pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),EN
R_Ad_val_estimate,Most sold brand of cigarettes - taxes as a % of price - ad valorem excise,EN
R_admin_tax_stamps,Tax administration: Tax stamps applied on tobacco products,EN
R_excise_incr,Tobacco excises increased over the survey period,EN
R_excise_retail_price_base,Tax structure: Retail price used as base of ad valorem component in ad valorem or mixed excise regime (or retail price exclusive of VAT),EN
SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",EN
SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000",EN
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",EN
SA_0000001442,"Age-standardized death rates, falls, per 100,000",EN
R_afford_gdp,Affordability - percentage of GDP per capita required to purchase 2000 cigarettes of the most sold brand,EN
SA_0000001450,"Age-standardized death rates, poisoning, per 100,000",EN
SA_0000001451,"Age-standardized death rates, prematurity and low birth rate, per 100,000",EN
SA_0000001446,"Age-standardized death rates, liver cirrhosis, per 100,000",EN
SA_0000001448,"Age-standardized death rates, mouth and oropharynx cancer, per 100,000",EN
SA_0000001453,"Age-standardized death rates, self-inflicted injury, per 100,000",EN
